OriginalUsername,MediaId,CreatedDate,PostUrl,NrLikes,NrComments,ViewCount,IsVideo,TaggedUsers,MentionedUsers,Caption,Location
satisfiedabc,2322894820267000138_16589495810,6/2/2020 11:44:22 PM,https://www.instagram.com/p/CA8lIgknAFK,6819,14,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @ dm me
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
satisfiedabc,2322138822547961556_16589495810,6/1/2020 10:42:20 PM,https://www.instagram.com/p/CA55PS1HXbU,29030,175,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc,@jasonderulo","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @jasonderulo
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
satisfiedabc,2321440061022639650_16589495810,5/31/2020 11:34:02 PM,https://www.instagram.com/p/CA3aW-cnZYi,13119,19,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @ dm me
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
satisfiedabc,2320727064843354106_16589495810,5/30/2020 11:57:26 PM,https://www.instagram.com/p/CA04PhAn3_6,10617,11,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @ dm me
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
satisfiedabc,2319967579208020259_16589495810,5/29/2020 10:48:28 PM,https://www.instagram.com/p/CAyLji5HfEj,41245,80,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @ dm me
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
satisfiedabc,2319234229967237877_16589495810,5/28/2020 10:31:26 PM,https://www.instagram.com/p/CAvkz6MH7L1,15340,33,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @ dm me
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
satisfiedabc,2318523037775109315_16589495810,5/27/2020 10:58:25 PM,https://www.instagram.com/p/CAtDGs2JRzD,8371,56,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @ dm me
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
satisfiedabc,2317847327993723619_16589495810,5/27/2020 12:35:54 AM,https://www.instagram.com/p/CAqpd1Ep3rj,90914,784,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @ dm me
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
satisfiedabc,2317106005598288664_16589495810,5/26/2020 12:03:02 AM,https://www.instagram.com/p/CAoA6KynDsY,115368,877,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @ dm me
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
satisfiedabc,2316318465396133400_16589495810,5/24/2020 9:58:20 PM,https://www.instagram.com/p/CAlN180nU4Y,11360,47,0,No,,"@satisfiedabc,@satisfiedacc,@satisfiedabc,@satisfiedacc","⬇️Have fun with this game of cat🐱⬇️
👉swipe --
👉link in bio
---------------------------------
Follow @satisfiedabc
Follow my backup @satisfiedacc
Follow @satisfiedabc
Follow my backup @satisfiedacc
-------------------------------------
Credit: @ dm me
-------------------------------------
#slime #slimey #asmr #asmrsounds #christmas #sleepaid #slimevideo #crunch #crunchy #fluffyslime #jigglyslime #butterslime #crunchyslime #floam #crunchyfloam #satisfying #satisfyingvideo #art  #slimer #stressrelief #clearslime #art #satisfy #oddlysatisfying #slimerecipe #slimerepost #satisfyingfloam  #floammaking #daisoclay #slimecompilation
-",
